package_id,scope,selection,status,expected_version_name,expected_version_code,actual_version_name,actual_version_code,source,source_url,download_locator,requested_architecture,artifact_path,artifact_type,file_size_bytes,sha256,split_count,splits,architectures,signature_status,signer_certificate_sha256,technology,flutter_architectures,flutter_arm64_status,fallback_artifact_path,fallback_version_name,fallback_version_code,fallback_architectures,fallback_sha256,detail,cutoff_date
com.malouf.bedbase,baseline,reuse_local,reused_current,2.4.3,54,2.4.3,54,APKPure,https://apkpure.com/malouf-base/com.malouf.bedbase,,,disassembly/apk/analyzed/Malouf Base_2.4.3_com.malouf.bedbase.xapk,xapk,22566852,d9b242a8dda6772f62c5b8f21fe13b462af2533b82a16d67ee7a4a841e6ff894,4,base=com.malouf.bedbase.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk; config.mdpi=config.mdpi.apk,arm64-v8a,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 39aa8db1140d36a928a8b6d8143da02b2ca162e54859f945389cc9fa579c0cc3,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.motion.rmtrelax,baseline,reuse_local,reused_current,1.5.0,521,1.5.0,521,APKPure,https://apkpure.com/relax-motion/com.motion.rmtrelax,,,disassembly/apk/analyzed/Relax Motion_1.5.0_com.motion.rmtrelax.xapk,xapk,32298975,d9dfc31ef06b9d796219358c4bff8a2ccad549a6e7fe7b4ca2238a11ececa8ac,4,base=com.motion.rmtrelax.apk; config.mdpi=config.mdpi.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; b91104fc084c4d2fc2a750a27d85f2f89218168d12f99b15ce0cafb59d59a499,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.okin.adjustamattress,discovered_likely_ble,download_google_play,downloaded,1.5.0,,1.5.0,9,Google Play,https://play.google.com/store/apps/details?id=com.okin.adjustamattress,apkeep 1.0.0; com.okin.adjustamattress; google-play; split_apk=true,,disassembly/apk/not-analyzed/acquired-2026-07-14/google-play/com.okin.adjustamattress,split_apk_set,28397886,251a74ec1fa0ff90a8d3f15ff828194c74bc4034f00ff0769816b24d8d9a24f6,5,com.okin.adjustamattress/com.okin.adjustamattress.apk; com.okin.adjustamattress/com.okin.adjustamattress.config.arm64_v8a.apk; com.okin.adjustamattress/com.okin.adjustamattress.config.en.apk; com.okin.adjustamattress/com.okin.adjustamattress.config.nb.apk; com.okin.adjustamattress/com.okin.adjustamattress.config.xxhdpi.apk,arm64-v8a,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 900bd2e4bf1116716697e438dd308b7216ad7e860a6f47282d3bd295fd49ad64,flutter,arm64-v8a,present,,,,,,,2026-07-14
com.okin.apex,baseline,reuse_local,reused_current,1.4.0,5,1.4.0,5,APKPure,https://apkpure.com/comfort-plus3/com.okin.apex,,,disassembly/apk/analyzed/dewertokin/com.okin.apex.xapk,xapk,26819536,ae413a85a99d7fc6aa8ead9e1a1effc280d42470e02a8f28fb435f223dbe99e5,20,base=com.okin.apex.apk; config.de=config.de.apk; config.in=config.in.apk; config.my=config.my.apk; config.pt=config.pt.apk; config.vi=config.vi.apk; config.es=config.es.apk; config.th=config.th.apk; config.en=config.en.apk; config.fr=config.fr.apk; config.ko=config.ko.apk; config.tr=config.tr.apk; config.xxhdpi=config.xxhdpi.apk; config.ar=config.ar.apk; config.arm64_v8a=config.arm64_v8a.apk; config.hi=config.hi.apk; config.it=config.it.apk; config.ja=config.ja.apk; config.ru=config.ru.apk; config.zh=config.zh.apk,arm64-v8a,verified,0d4ed8f7f3aeb52f88a291cdb40d8c72844a633f105bebb24854a1aa0c91839d; 3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d,flutter,arm64-v8a,present,,,,,,,2026-07-14
com.okin.bedding.adjustablelumbar,baseline,download_apkpure,downloaded,1.2.2,33,1.2.2,33,APKPure,https://apkpure.com/adjustable-bed-lumbar/com.okin.bedding.adjustablelumbar,APKPure exact variant; https://d.apkpure.net/b/XAPK/com.okin.bedding.adjustablelumbar?versionCode=33&nc=arm64-v8a&sv=24,arm64-v8a,disassembly/apk/not-analyzed/acquired-2026-07-14/apkpure/com.okin.bedding.adjustablelumbar-arm64-v8a/com.okin.bedding.adjustablelumbar@1.2.2@arm64-v8a.xapk,xapk,72473182,ed65ed1b4970c95c2b1744687f94401447f851f23e81f8af6699a68854988b08,20,base=com.okin.bedding.adjustablelumbar.apk; config.fr=config.fr.apk; config.in=config.in.apk; config.tr=config.tr.apk; config.ar=config.ar.apk; config.arm64_v8a=config.arm64_v8a.apk; config.ja=config.ja.apk; config.pt=config.pt.apk; config.ru=config.ru.apk; config.vi=config.vi.apk; config.it=config.it.apk; config.ko=config.ko.apk; config.th=config.th.apk; config.xxxhdpi=config.xxxhdpi.apk; config.de=config.de.apk; config.en=config.en.apk; config.es=config.es.apk; config.hi=config.hi.apk; config.my=config.my.apk; config.zh=config.zh.apk,arm64-v8a,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 52c12135ce632f8e4e5b7069e1deec48d11d8bbe09a38184c72f80ce6425e1ff,flutter,arm64-v8a,present,,,,,,,2026-07-14
com.okin.bedding.adjustbed,baseline,download_apkpure,downloaded,1.2.1,33,1.2.1,33,APKPure,https://apkpure.com/adjustable-bed/com.okin.bedding.adjustbed,apkeep 1.0.0; existing APKPure acquisition,arm64-v8a,disassembly/apk/not-analyzed/acquired-2026-07-14/apkpure/com.okin.bedding.adjustbed/com.okin.bedding.adjustbed@1.2.1@arm64-v8a.xapk,xapk,72451099,2e57cd4265104beac0821850bda6223efe9213d989cd95328730f80cbfb4ae0a,20,base=com.okin.bedding.adjustbed.apk; config.my=config.my.apk; config.xhdpi=config.xhdpi.apk; config.zh=config.zh.apk; config.in=config.in.apk; config.ja=config.ja.apk; config.ko=config.ko.apk; config.pt=config.pt.apk; config.vi=config.vi.apk; config.ru=config.ru.apk; config.th=config.th.apk; config.hi=config.hi.apk; config.it=config.it.apk; config.ar=config.ar.apk; config.arm64_v8a=config.arm64_v8a.apk; config.de=config.de.apk; config.en=config.en.apk; config.es=config.es.apk; config.fr=config.fr.apk; config.tr=config.tr.apk,arm64-v8a,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 52c12135ce632f8e4e5b7069e1deec48d11d8bbe09a38184c72f80ce6425e1ff,flutter,arm64-v8a,present,,,,,,,2026-07-14
com.okin.bedding.alya,baseline,reuse_local,reused_current,1.0.2,3,1.0.2,3,APKPure,https://apkpure.com/alya-smart-furnishing/com.okin.bedding.alya,,,disassembly/apk/analyzed/dewertokin/com.okin.bedding.alya.xapk,xapk,7529401,97f4628f183d7c26bb6bc8403b3f4b8106e0070f6d1eba1ed079f2264ce83152,5,base=com.okin.bedding.alya.apk; config.mdpi=config.mdpi.apk; config.fr=config.fr.apk; config.en=config.en.apk; config.armeabi_v7a=config.armeabi_v7a.apk,armeabi-v7a,verified,18d81b3e669dbec3ed170d0b2fff0ef67292809d6c18165c813b75a7a59f4147; 3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.okin.bedding.berun,baseline,reuse_local,reused_current,1.1.1,7,1.1.1,7,APKPure,https://apkpure.com/berun-mx/com.okin.bedding.berun,,,disassembly/apk/analyzed/dewertokin/com.okin.bedding.berun.xapk,xapk,27878931,05517e534752a415c07e5fd88af23b8d40bfa2de9c24bb7b098a72239af4cf8a,20,base=com.okin.bedding.berun.apk; config.vi=config.vi.apk; config.in=config.in.apk; config.tr=config.tr.apk; config.es=config.es.apk; config.my=config.my.apk; config.ja=config.ja.apk; config.th=config.th.apk; config.hi=config.hi.apk; config.ko=config.ko.apk; config.ar=config.ar.apk; config.de=config.de.apk; config.fr=config.fr.apk; config.pt=config.pt.apk; config.zh=config.zh.apk; config.xxhdpi=config.xxhdpi.apk; config.it=config.it.apk; config.ru=config.ru.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 52c12135ce632f8e4e5b7069e1deec48d11d8bbe09a38184c72f80ce6425e1ff,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.okin.bedding.customaticclarity,baseline,reuse_local,reused_current,1.0.1,2,1.0.1,2,APKPure,https://apkpure.com/rize-clarity/com.okin.bedding.customaticclarity,,,disassembly/apk/analyzed/dewertokin/com.okin.bedding.customaticclarity.xapk,xapk,2830672,1b1aeb6dc79d51b0b0ff4cce9fcb1e3fc0c1a99bc9fab12df683860d6e881c0d,19,base=com.okin.bedding.customaticclarity.apk; config.de=config.de.apk; config.th=config.th.apk; config.hi=config.hi.apk; config.vi=config.vi.apk; config.ar=config.ar.apk; config.tr=config.tr.apk; config.ru=config.ru.apk; config.en=config.en.apk; config.xxxhdpi=config.xxxhdpi.apk; config.es=config.es.apk; config.it=config.it.apk; config.my=config.my.apk; config.in=config.in.apk; config.ko=config.ko.apk; config.fr=config.fr.apk; config.zh=config.zh.apk; config.ja=config.ja.apk; config.pt=config.pt.apk,,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 52c12135ce632f8e4e5b7069e1deec48d11d8bbe09a38184c72f80ce6425e1ff,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.okin.bedding.customaticdemo,baseline,reuse_local,reused_current,1.1.0,5,1.1.0,5,APKPure,https://apkpure.com/the-independence-bed/com.okin.bedding.customaticdemo,,,disassembly/apk/analyzed/dewertokin/com.okin.bedding.customaticdemo.xapk,xapk,2527557,24b3696d243b16653677cb7ad74f021096e43782b5b010e38e0e7816f64ff4d1,19,base=com.okin.bedding.customaticdemo.apk; config.fr=config.fr.apk; config.pt=config.pt.apk; config.zh=config.zh.apk; config.th=config.th.apk; config.hi=config.hi.apk; config.vi=config.vi.apk; config.in=config.in.apk; config.ko=config.ko.apk; config.tr=config.tr.apk; config.ru=config.ru.apk; config.xxhdpi=config.xxhdpi.apk; config.ja=config.ja.apk; config.de=config.de.apk; config.it=config.it.apk; config.en=config.en.apk; config.ar=config.ar.apk; config.es=config.es.apk; config.my=config.my.apk,,verified,1dfaa906439643b78a4262117546cfb7f20ae88df8b181325be1e91efb907fcb; 3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.okin.bedding.customaticjeromes,baseline,reuse_local,reused_current,1.0.1,2,1.0.1,2,APKPure,https://apkpure.com/jerome-s-clarity/com.okin.bedding.customaticjeromes,,,disassembly/apk/analyzed/dewertokin/com.okin.bedding.customaticjeromes.apk,apk,2727633,056431dcd500bbf02f3279d052e66f8f59ca5cd30bd51d1aab18c23a1782f268,1,com.okin.bedding.customaticjeromes.apk,,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 52c12135ce632f8e4e5b7069e1deec48d11d8bbe09a38184c72f80ce6425e1ff,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.okin.bedding.customaticremedy,baseline,reuse_local,reused_current,1.0.1,2,1.0.1,2,APKPure,https://apkpure.com/rize-remedy/com.okin.bedding.customaticremedy,,,disassembly/apk/analyzed/dewertokin/com.okin.bedding.customaticremedy.xapk,xapk,2818614,382e76adcf0750d937b9f84669db0100111ba95ad92122b45a8547be6d609c57,19,base=com.okin.bedding.customaticremedy.apk; config.th=config.th.apk; config.hi=config.hi.apk; config.in=config.in.apk; config.ko=config.ko.apk; config.fr=config.fr.apk; config.my=config.my.apk; config.en=config.en.apk; config.vi=config.vi.apk; config.ja=config.ja.apk; config.de=config.de.apk; config.ar=config.ar.apk; config.es=config.es.apk; config.ru=config.ru.apk; config.xhdpi=config.xhdpi.apk; config.tr=config.tr.apk; config.it=config.it.apk; config.pt=config.pt.apk; config.zh=config.zh.apk,,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 52c12135ce632f8e4e5b7069e1deec48d11d8bbe09a38184c72f80ce6425e1ff,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.okin.bedding.glory,baseline,reuse_local,reused_current,1.0.4,5,1.0.4,5,APKPure,https://apkpure.com/customatic-z-series/com.okin.bedding.glory,,,disassembly/apk/analyzed/dewertokin/com.okin.bedding.glory.xapk,xapk,6128598,3a700cc4869080ec570c2e8653601b2755c08c7d3e3b13fa6a233e2af2bce7a8,4,base=com.okin.bedding.glory.apk; config.mdpi=config.mdpi.apk; config.fr=config.fr.apk; config.en=config.en.apk,,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 7d26905c30971ad95a51b7c8ae6014dcb132149baf676c737624629559daaffb,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.okin.bedding.jobs,baseline,reuse_local,reused_current,1.0.6,7,1.0.6,7,APKPure,https://apkpure.com/jobs-%E8%B3%88%E4%BC%AF%E6%96%AF%E6%99%BA%E7%9C%A0%E5%BA%8A/com.okin.bedding.jobs,,,disassembly/apk/analyzed/dewertokin/com.okin.bedding.jobs.apk,apk,3848769,cc1f29f4556fb514ced607b82c90bc80de0410d50848d2f8f926eb2fbbfa845d,1,com.okin.bedding.jobs.apk,,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; c2b1e6ed74ec14ccf5a837c1297419c852884118091c7da27df4e6641a2195f7,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.okin.bedding.luxe,baseline,download_google_play,downloaded,1.0.1,,1.0.1,3,Google Play,https://play.google.com/store/apps/details?id=com.okin.bedding.luxe&hl=en&gl=us,apkeep 1.0.0; com.okin.bedding.luxe; google-play; split_apk=true,,disassembly/apk/not-analyzed/acquired-2026-07-14/google-play/com.okin.bedding.luxe,split_apk_set,55089020,30773bb72d344f0e028bf5061ea0e1ea58e4d7080b89f188e8f2fcda2d764a0c,5,com.okin.bedding.luxe/com.okin.bedding.luxe.apk; com.okin.bedding.luxe/com.okin.bedding.luxe.config.arm64_v8a.apk; com.okin.bedding.luxe/com.okin.bedding.luxe.config.en.apk; com.okin.bedding.luxe/com.okin.bedding.luxe.config.nb.apk; com.okin.bedding.luxe/com.okin.bedding.luxe.config.xxhdpi.apk,arm64-v8a,verified,007672c8d1ef69c7f016e91ceee7a261018234b5a2e342b353a3ffed9042771a; 3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d,flutter,arm64-v8a,present,,,,,,Google Play reports 1.0.1; APKPure reports 1.0.0,2026-07-14
com.okin.bedding.nectarmotion,baseline,reuse_local,reused_current,1.0.1,2,1.0.1,2,APKPure,https://apkpure.com/nectar-move/com.okin.bedding.nectarmotion,,,disassembly/apk/analyzed/dewertokin/com.okin.bedding.nectarmotion.apk,apk,3388719,b8d58bc031a6ef532efed7959fd7464550e957b440b06473fbb2e17d748c9968,1,com.okin.bedding.nectarmotion.apk,,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 52c12135ce632f8e4e5b7069e1deec48d11d8bbe09a38184c72f80ce6425e1ff,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.okin.bedding.nerum,baseline,download_apkpure,downloaded,1.0.7,11,1.0.7,11,APKPure,https://apkpure.com/nerum/com.okin.bedding.nerum,apkeep 1.0.0; existing APKPure acquisition,arm64-v8a,disassembly/apk/not-analyzed/acquired-2026-07-14/apkpure/com.okin.bedding.nerum/com.okin.bedding.nerum@1.0.7@arm64-v8a.xapk,xapk,17348643,5cd37906359375aa8a310cebf17b518b0cbd70a298e8975603807193b72331f5,5,base=com.okin.bedding.nerum.apk; config.arm64_v8a=config.arm64_v8a.apk; config.en=config.en.apk; config.ja=config.ja.apk; config.xxhdpi=config.xxhdpi.apk,arm64-v8a,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 52c12135ce632f8e4e5b7069e1deec48d11d8bbe09a38184c72f80ce6425e1ff,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.okin.bedding.rizeaviada,baseline,reuse_local,reused_current,1.0.1,2,1.0.1,2,APKPure,https://apkpure.com/rize-aviada-o/com.okin.bedding.rizeaviada,,,disassembly/apk/analyzed/dewertokin/com.okin.bedding.rizeaviada.xapk,xapk,2112610,fc1cbef8715de115455a4931264941bf44ad10adc819811496a82221e85b6241,19,base=com.okin.bedding.rizeaviada.apk; config.en=config.en.apk; config.de=config.de.apk; config.ar=config.ar.apk; config.tr=config.tr.apk; config.pt=config.pt.apk; config.ru=config.ru.apk; config.my=config.my.apk; config.ja=config.ja.apk; config.th=config.th.apk; config.hi=config.hi.apk; config.fr=config.fr.apk; config.es=config.es.apk; config.zh=config.zh.apk; config.xxxhdpi=config.xxxhdpi.apk; config.vi=config.vi.apk; config.in=config.in.apk; config.ko=config.ko.apk; config.it=config.it.apk,,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 52c12135ce632f8e4e5b7069e1deec48d11d8bbe09a38184c72f80ce6425e1ff,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.okin.bedding.rizebob,baseline,reuse_local,reused_current,1.0.1,2,1.0.1,2,APKPure,https://apkpure.com/power-bob-ultra-o/com.okin.bedding.rizebob,,,disassembly/apk/analyzed/dewertokin/com.okin.bedding.rizebob.apk,apk,2317302,237ffd39af4e8179a1c83f07cfd53364d66d127f3ccdd7ea1394ea3c6bfca437,1,com.okin.bedding.rizebob.apk,,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 52c12135ce632f8e4e5b7069e1deec48d11d8bbe09a38184c72f80ce6425e1ff,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.okin.bedding.rizecontempo,baseline,reuse_local,reused_current,1.0.2,3,1.0.2,3,APKPure,https://apkpure.com/rize-contemporary-iii-o/com.okin.bedding.rizecontempo,,,disassembly/apk/analyzed/dewertokin/com.okin.bedding.rizecontempo.apk,apk,2034738,9c8ef59a2addb92c9b81c330d629d495c606e6b0d06f67e31c19e7cd8e112ea9,1,com.okin.bedding.rizecontempo.apk,,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 52c12135ce632f8e4e5b7069e1deec48d11d8bbe09a38184c72f80ce6425e1ff,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.okin.bedding.rizeii,baseline,reuse_local,reused_current,1.0.1,2,1.0.1,2,APKPure,https://apkpure.com/rize-remedy-ii/com.okin.bedding.rizeii,,,disassembly/apk/analyzed/dewertokin/com.okin.bedding.rizeii.apk,apk,1964564,b539d643486912e434f057c3866be9d87b39e1552b057cf753024bccd26bfbd0,1,com.okin.bedding.rizeii.apk,,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 52c12135ce632f8e4e5b7069e1deec48d11d8bbe09a38184c72f80ce6425e1ff,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.okin.bedding.rizeiicarefree,baseline,reuse_local,reused_current,1.0.1,2,1.0.1,2,APKPure,https://apkpure.com/jordan-s-carefree/com.okin.bedding.rizeiicarefree,,,disassembly/apk/analyzed/dewertokin/com.okin.bedding.rizeiicarefree.apk,apk,2026170,204617a5b4b60247478125dd6cfdfaadf769581fe77b874b3f9fc47ff271234f,1,com.okin.bedding.rizeiicarefree.apk,,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 52c12135ce632f8e4e5b7069e1deec48d11d8bbe09a38184c72f80ce6425e1ff,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.okin.bedding.rizeiiclarity,baseline,reuse_local,reused_current,1.0.1,2,1.0.1,2,APKPure,https://apkpure.com/rize-clarity-ii-o/com.okin.bedding.rizeiiclarity,,,disassembly/apk/analyzed/dewertokin/com.okin.bedding.rizeiiclarity.apk,apk,1972837,998bcd5962de74c85d3ebf36778007f6cbe11b4c1992477a454fca1a3ab80c1a,1,com.okin.bedding.rizeiiclarity.apk,,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 52c12135ce632f8e4e5b7069e1deec48d11d8bbe09a38184c72f80ce6425e1ff,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.okin.bedding.rizemf900,baseline,reuse_local,reused_current,1.1.2,4,1.1.2,4,APKPure,https://apkpure.com/mattress-firm-900-o/com.okin.bedding.rizemf900,,,disassembly/apk/analyzed/dewertokin/com.okin.bedding.rizemf900.xapk,xapk,2029042,a4f5ae67b2b9b870e6413d08597364041ac6947c7ba5445eb1979498895ff46f,19,base=com.okin.bedding.rizemf900.apk; config.ar=config.ar.apk; config.it=config.it.apk; config.my=config.my.apk; config.vi=config.vi.apk; config.in=config.in.apk; config.ko=config.ko.apk; config.zh=config.zh.apk; config.pt=config.pt.apk; config.en=config.en.apk; config.de=config.de.apk; config.th=config.th.apk; config.hi=config.hi.apk; config.tr=config.tr.apk; config.es=config.es.apk; config.xxhdpi=config.xxhdpi.apk; config.ja=config.ja.apk; config.fr=config.fr.apk; config.ru=config.ru.apk,,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 52c12135ce632f8e4e5b7069e1deec48d11d8bbe09a38184c72f80ce6425e1ff,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.okin.bedding.rizeResident,baseline,reuse_local,reused_current,1.0.1,2,1.0.1,2,APKPure,https://apkpure.com/resident-adjustable-bed/com.okin.bedding.rizeResident,,,disassembly/apk/analyzed/dewertokin/com.okin.bedding.rizeResident.apk,apk,2098503,26a33ef79aa50f0b899d934c01aad8641b97da58bd9b78134122ac56d33eeaa9,1,com.okin.bedding.rizeResident.apk,,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 52c12135ce632f8e4e5b7069e1deec48d11d8bbe09a38184c72f80ce6425e1ff,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.okin.bedding.rizeSanctuary,baseline,reuse_local,reused_current,1.0.1,2,1.0.1,2,APKPure,https://apkpure.com/jordan-s-sanctuary-o/com.okin.bedding.rizeSanctuary,,,disassembly/apk/analyzed/dewertokin/com.okin.bedding.rizeSanctuary.apk,apk,2042788,90b494007dd120b4da9498c8d259411bb2a8f2e643a22433792486d896f535d0,1,com.okin.bedding.rizeSanctuary.apk,,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 52c12135ce632f8e4e5b7069e1deec48d11d8bbe09a38184c72f80ce6425e1ff,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.okin.bedding.sleepy,baseline,download_apkpure,downloaded,1.1.5,14,1.1.5,14,APKPure,https://apkpure.com/mfrm-sleepy-s-elite/com.okin.bedding.sleepy,apkeep 1.0.0; existing APKPure acquisition,arm64-v8a,disassembly/apk/not-analyzed/acquired-2026-07-14/apkpure/com.okin.bedding.sleepy/com.okin.bedding.sleepy@1.1.5@arm64-v8a.xapk,xapk,57841613,0a1e8b5fb143d8e1eb4a69ac155d559a9831598a2efb28b2433d71f7c6a643e6,20,base=com.okin.bedding.sleepy.apk; config.tr=config.tr.apk; config.de=config.de.apk; config.es=config.es.apk; config.fr=config.fr.apk; config.my=config.my.apk; config.pt=config.pt.apk; config.ar=config.ar.apk; config.arm64_v8a=config.arm64_v8a.apk; config.vi=config.vi.apk; config.xxxhdpi=config.xxxhdpi.apk; config.zh=config.zh.apk; config.hi=config.hi.apk; config.it=config.it.apk; config.ja=config.ja.apk; config.ru=config.ru.apk; config.th=config.th.apk; config.en=config.en.apk; config.in=config.in.apk; config.ko=config.ko.apk,arm64-v8a,verified,007672c8d1ef69c7f016e91ceee7a261018234b5a2e342b353a3ffed9042771a; 3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d,flutter,arm64-v8a,present,,,,,,,2026-07-14
com.okin.bedding.smartbedwifi,baseline,download_apkpure,downloaded,2.4.2,28,2.4.2,28,APKPure,https://apkpure.com/okin-smart-bed/com.okin.bedding.smartbedwifi,apkeep 1.0.0; existing APKPure acquisition,arm64-v8a,disassembly/apk/not-analyzed/acquired-2026-07-14/apkpure/com.okin.bedding.smartbedwifi/com.okin.bedding.smartbedwifi@2.4.2@arm64-v8a.xapk,xapk,14956314,ddad2f064d49e68c0f7cd22944334c7b623aeeba9718580a8a6bfc3f9328c08e,20,base=com.okin.bedding.smartbedwifi.apk; config.hi=config.hi.apk; config.ja=config.ja.apk; config.my=config.my.apk; config.pt=config.pt.apk; config.de=config.de.apk; config.fr=config.fr.apk; config.in=config.in.apk; config.th=config.th.apk; config.vi=config.vi.apk; config.zh=config.zh.apk; config.ar=config.ar.apk; config.it=config.it.apk; config.mdpi=config.mdpi.apk; config.tr=config.tr.apk; config.en=config.en.apk; config.es=config.es.apk; config.ko=config.ko.apk; config.ru=config.ru.apk; config.armeabi_v7a=config.armeabi_v7a.apk,armeabi-v7a,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 52c12135ce632f8e4e5b7069e1deec48d11d8bbe09a38184c72f80ce6425e1ff,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.okin.bedding.support,baseline,reuse_local,reused_current,1.0.4,5,1.0.4,5,APKPure,https://apkpure.com/support-%E6%8C%BA%E4%BD%A0-%E7%A7%91%E6%8A%80%E8%AA%BF%E6%95%B4%E5%BA%8A/com.okin.bedding.support,,,disassembly/apk/analyzed/dewertokin/com.okin.bedding.support.apk,apk,2042070,c2e01cdc9727f3608bcbd58076fecfa9c84176b343750079284b246e6aba2e00,1,com.okin.bedding.support.apk,,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; d2d471e71f68c274b495fd08e5f6742c628de2fb615650ae5b0d8e54db4a401c,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.okin.bedding.tranquil,baseline,reuse_local,reused_current,1.0.2,3,1.0.2,3,APKPure,https://apkpure.com/jordan-s-tranquil/com.okin.bedding.tranquil,,,disassembly/apk/analyzed/dewertokin/com.okin.bedding.tranquil.apk,apk,7294049,595749e9f8eb2b654d88ad477fa80e4dfe5849335889b8c241fbd22faf3f5bda,1,com.okin.bedding.tranquil.apk,,verified,1251038cafc0da037bc23b084357ef2f7ef3bf863670abb74021b48e3368686d; 3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d,native_or_managed,,not_flutter,,,,,,,2026-07-14
